bin_low_gev,bin_high_gev,value,error,scale_low,scale_high
3.65000000000000000e+02,3.70000000000000000e+02,1.69543778138235623e+01,1.52541667442459428e+00,1.18887190481425442e+01,1.75608336342245508e+01
3.70000000000000000e+02,3.75000000000000000e+02,1.63598582688805116e+01,1.27421817125225978e+00,1.21251400570482417e+01,1.66555455141259223e+01
3.75000000000000000e+02,3.80000000000000000e+02,1.59513875991533798e+01,1.03551653389313358e+00,1.19319949355151422e+01,1.61844317593156646e+01
3.80000000000000000e+02,3.85000000000000000e+02,1.20618247814027129e+01,1.10764875149912090e+00,7.22737457269818151e+00,1.30032748002145997e+01
3.85000000000000000e+02,3.90000000000000000e+02,1.12327890790019982e+01,1.09035772410324294e+00,6.61800112322365841e+00,1.21517888194746302e+01
3.90000000000000000e+02,3.95000000000000000e+02,1.13163513726568326e+01,1.05864208114164970e+00,7.09929696014503619e+00,1.20344729698569690e+01
3.95000000000000000e+02,4.00000000000000000e+02,1.04197508694094374e+01,1.43924668660513655e+00,6.44573408232707301e+00,1.11313079723942927e+01
4.00000000000000000e+02,4.05000000000000000e+02,9.71459924766562111e+00,7.69707819592997611e-01,6.38485909458350420e+00,1.02121338180027230e+01
4.05000000000000000e+02,4.10000000000000000e+02,7.58908178322347204e+00,1.05694901616741843e+00,3.32306321765495838e+00,8.68198670592859045e+00
4.10000000000000000e+02,4.15000000000000000e+02,8.85511789639272706e+00,7.78097658776288670e-01,5.56783300597610875e+00,9.40004427416294241e+00
4.15000000000000000e+02,4.20000000000000000e+02,7.67738987202956480e+00,9.56138937539867007e-01,4.24241700558614276e+00,8.38165907837301027e+00
4.20000000000000000e+02,4.25000000000000000e+02,7.41045848486776215e+00,6.67232501544715140e-01,4.63968471835686280e+00,7.87252131502564900e+00
4.25000000000000000e+02,4.30000000000000000e+02,7.05089366437483633e+00,6.57798283751724111e-01,4.51365400924932736e+00,7.43649661535153594e+00
4.30000000000000000e+02,4.35000000000000000e+02,6.96726127135330131e+00,5.55362985755863847e-01,4.86211625955419091e+00,7.17818305937111489e+00
4.35000000000000000e+02,4.40000000000000000e+02,4.25655722720242125e+00,8.10863349015779167e-01,7.73394581568314088e-01,5.30478692424648202e+00
4.40000000000000000e+02,4.45000000000000000e+02,5.06961329531688243e+00,6.20571481982446160e-01,2.51022963935208576e+00,5.65206376553517575e+00
4.45000000000000000e+02,4.50000000000000000e+02,4.41647306963577613e+00,7.59113687865619280e-01,1.73823912265768232e+00,5.09910656188315503e+00
4.50000000000000000e+02,4.55000000000000000e+02,4.15892969014761604e+00,7.46054339248995557e-01,1.62933550393534432e+00,4.80043808072029066e+00
4.55000000000000000e+02,4.60000000000000000e+02,3.48770915277976723e+00,6.80592579588785385e-01,1.01780057009284342e+00,4.17601503706839061e+00
4.60000000000000000e+02,4.65000000000000000e+02,4.05939340647667812e+00,4.85338537360153144e-01,2.15546090415669589e+00,4.45534216412665973e+00
4.65000000000000000e+02,4.70000000000000000e+02,4.47540501378843025e+00,3.24955410306362658e-01,3.04163083260036160e+00,4.63179765265143395e+00
4.70000000000000000e+02,4.75000000000000000e+02,3.58940483103163910e+00,3.70924030087511680e-01,2.05977947372653070e+00,3.87120756596091642e+00
4.75000000000000000e+02,4.80000000000000000e+02,3.29966261219929580e+00,3.12029240833188781e-01,1.66042759793068662e+00,3.65175731881846888e+00
4.80000000000000000e+02,4.85000000000000000e+02,2.25334262829666043e+00,4.66368430435649350e-01,2.49193339292757443e-01,2.86220197084086525e+00
4.85000000000000000e+02,4.90000000000000000e+02,2.88922373959407652e+00,4.11147643312675892e-01,1.32530106308000217e+00,3.24426314571221219e+00
4.90000000000000000e+02,4.95000000000000000e+02,8.48129877489727013e-01,7.39004329941883031e-01,-1.76660854074325657e+00,1.83944425744223850e+00
4.95000000000000000e+02,5.00000000000000000e+02,1.06704261112014587e+00,5.93898210158829154e-01,-1.10161978668008498e+00,1.85327513149831202e+00
