bin_low_gev,bin_high_gev,value,error,scale_low,scale_high
2.30000000000000027e+00,2.40000000000000036e+00,1.16022653677430958e+03,3.02017878871976144e+01,8.83291826528346292e+02,1.56891470290759867e+03
2.40000000000000036e+00,2.50000000000000044e+00,6.62637586434565719e+02,1.80639114689567712e+01,5.09011946762128048e+02,8.87053389110936337e+02
2.50000000000000044e+00,2.60000000000000053e+00,3.07315738595640710e+02,9.14555911502477947e+00,2.40365742068190031e+02,4.02110475020094725e+02
2.60000000000000053e+00,2.70000000000000062e+00,1.13284892976445974e+02,3.88032271469485357e+00,9.20373160846862675e+01,1.40267968053242498e+02
2.70000000000000018e+00,2.80000000000000027e+00,3.45403204115195592e+01,1.39509205985045681e+00,2.98702009985668475e+01,3.82883782443787339e+01
2.80000000000000027e+00,2.90000000000000036e+00,8.08606838143882989e+00,3.86821557548582884e-01,6.87300586196452112e+00,8.08606838143882989e+00
2.90000000000000036e+00,3.00000000000000044e+00,7.84748378694108961e-01,6.24440729997854035e-02,2.20121775799631582e-02,9.83114533352622888e-01
3.00000000000000044e+00,3.10000000000000053e+00,6.06344061167192385e-03,3.42716502171551895e-03,-8.93000316139949402e-02,3.76765818609992725e-02
3.10000000000000053e+00,3.20000000000000062e+00,-2.01864294798628736e-04,4.44181404876555874e-05,-8.68857189525698527e-04,1.65719671158128223e-05
3.20000000000000018e+00,3.30000000000000027e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
3.30000000000000027e+00,3.40000000000000036e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
3.40000000000000036e+00,3.50000000000000044e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
3.50000000000000044e+00,3.60000000000000053e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
3.60000000000000053e+00,3.70000000000000062e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
3.70000000000000062e+00,3.80000000000000071e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
3.80000000000000027e+00,3.90000000000000036e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
3.90000000000000036e+00,4.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
