bin_low_gev,bin_high_gev,value,error,scale_low,scale_high
9.50000000000000000e+01,1.00000000000000000e+02,9.21575890202534424e+02,1.63430774559896648e+01,7.06671338160846631e+02,1.22936417158674431e+03
1.00000000000000000e+02,1.05000000000000000e+02,9.09630994575603154e+02,1.60425378182659095e+01,6.96763222338643118e+02,1.21492030950326421e+03
1.05000000000000000e+02,1.10000000000000000e+02,8.73784861633951664e+02,1.54883134159740816e+01,6.68474799301000985e+02,1.16869081504217252e+03
1.10000000000000000e+02,1.15000000000000000e+02,8.56302976713924522e+02,1.50230691633609403e+01,6.54808366923220774e+02,1.14592315201858082e+03
1.15000000000000000e+02,1.20000000000000000e+02,8.01695204797372412e+02,1.43255303360733777e+01,6.12008719939432694e+02,1.07494229470202390e+03
1.20000000000000000e+02,1.25000000000000000e+02,8.13411455570021531e+02,1.41652905714212913e+01,6.20326131716568398e+02,1.09192432003406634e+03
1.25000000000000000e+02,1.30000000000000000e+02,7.47955213167240458e+02,1.33011576088230186e+01,5.70151464522004289e+02,1.00455273252691893e+03
1.30000000000000000e+02,1.35000000000000000e+02,7.25814509430900102e+02,1.28395554859733458e+01,5.52356605481172210e+02,9.76700820570081078e+02
1.35000000000000000e+02,1.40000000000000000e+02,6.65982718820003811e+02,1.20178214281301301e+01,5.06387991809583809e+02,8.97104903800216448e+02
1.40000000000000000e+02,1.45000000000000000e+02,6.45114200018394627e+02,1.15529474217179136e+01,4.90006782473288581e+02,8.70031412299399335e+02
1.45000000000000000e+02,1.50000000000000000e+02,6.06865134732194861e+02,1.08980665659558476e+01,4.60361291331117741e+02,8.19665599125225981e+02
1.50000000000000000e+02,1.55000000000000000e+02,5.64507702763749649e+02,1.02561760728056122e+01,4.27880881829208647e+02,7.63160624030371082e+02
1.55000000000000000e+02,1.60000000000000000e+02,5.20276572564075082e+02,9.60381580234814436e+00,3.94165814891158220e+02,7.03801985197294584e+02
1.60000000000000000e+02,1.65000000000000000e+02,5.08691572531914858e+02,9.21076137928217165e+00,3.84741116317318870e+02,6.89468323386826114e+02
1.65000000000000000e+02,1.70000000000000000e+02,4.51328238555056998e+02,8.41012564306757504e+00,3.40863287674382093e+02,6.12725591551404250e+02
1.70000000000000000e+02,1.75000000000000000e+02,4.29979981486375891e+02,7.95921685145824842e+00,3.24680531226907078e+02,5.83887753140784866e+02
1.75000000000000000e+02,1.80000000000000000e+02,3.97893810256849065e+02,7.49114558916570328e+00,3.00006567346770737e+02,5.41249872983553473e+02
1.80000000000000000e+02,1.85000000000000000e+02,3.80876553557859722e+02,7.14094496249261290e+00,2.87049290059006353e+02,5.18372597250650529e+02
1.85000000000000000e+02,1.90000000000000000e+02,3.53802324852416405e+02,6.66240959896643137e+00,2.66327916781199065e+02,4.82212179147232121e+02
1.90000000000000000e+02,1.95000000000000000e+02,3.24210162128403681e+02,6.17964937816246085e+00,2.43790092625937177e+02,4.42428186019933378e+02
1.95000000000000000e+02,2.00000000000000000e+02,2.95552984678781513e+02,5.70739651918326452e+00,2.22026804913278880e+02,4.03780559402273411e+02
2.00000000000000000e+02,2.05000000000000000e+02,2.85040446131169574e+02,5.45828458656554183e+00,2.14036704099359895e+02,3.89633553050168416e+02
